,NaS
2004-06-24,1.4928878201251277
2004-06-25,1.484523380289501
2004-06-26,1.48031962294655
2004-06-27,1.4797433935048243
2004-06-28,1.4821063433528157
2004-06-29,1.4865944200323948
2004-06-30,1.492302703743681
2004-07-01,1.4982741085382076
2004-07-02,1.5035403021938962
2004-07-03,1.5071631044057496
2004-07-04,1.5082746025838747
2004-07-05,1.5061142790897073
2004-07-06,1.5000615708437484
2004-07-07,1.4896624764967799
2004-07-08,1.474649079511097
2004-07-09,1.4549511567810631
2004-07-10,1.430699379020613
2004-07-11,1.4022199667433723
2004-07-12,1.3700210290507975
2004-07-13,1.3347711661696364
2004-07-14,1.2972712456997368
2004-07-15,1.2584205528514505
2004-07-16,1.2191787542240626
2004-07-17,1.1805252927246779
2004-07-18,1.1434179404799028
2004-07-19,1.1087522724025982
2004-07-20,1.0773237839217
2004-07-21,1.049794263928285
2004-07-22,1.026663853019113
2004-07-23,1.0082499753265313
2004-07-24,0.9946740398932931
2004-07-25,0.9858564771169387
2004-07-26,0.9815203213018358
2004-07-27,0.9812031868960237
2004-07-28,0.9842771290108707
2004-07-29,0.9899755435076247
2004-07-30,0.9974259625458838
2004-07-31,1.0056873507585147
2004-08-01,1.0137903158086083
2004-08-02,1.02077852313734
2004-08-03,1.0257495534985113
2004-08-04,1.0278934655740695
2004-08-05,1.0265274235673867
2004-08-06,1.0211249170259482
2004-08-07,1.011338330135852
2004-08-08,0.9970139005745998
2004-08-09,0.9781984316776793
2004-08-10,0.955137472402642
2004-08-11,0.928265042445376
2004-08-12,0.898185339444416
2004-08-13,0.8656472062078234
2004-08-14,0.831512443810253
2004-08-15,0.7967193181411689
2004-08-16,0.7622428119053837
2004-08-17,0.7290533124927637
2004-08-18,0.698075492656052
2004-08-19,0.6701491327367803
2004-08-20,0.6459935506065606
2004-08-21,0.6261771520579226
2004-08-22,0.6110933966092631
2004-08-23,0.6009442008448348
2004-08-24,0.5957314850971321
2004-08-25,0.5952572229471373
2004-08-26,0.5991319913985044
2004-08-27,0.6067916580529213
2004-08-28,0.6175214955522008
2004-08-29,0.6304866976755257
2004-08-30,0.6447679992220106
2004-08-31,0.6594008847481747
2004-09-01,0.6734167185985434
2004-09-02,0.6858840469569374
2004-09-03,0.695948315331075
2004-09-04,0.7028683122748359
2004-09-05,0.7060477893849487
2004-09-06,0.7050609127606757
2004-09-07,0.699670463460721
2004-09-08,0.6898380128743206
2004-09-09,0.6757256402272693
2004-09-10,0.6576891191535744
2004-09-11,0.6362628630809072
2004-09-12,0.6121372696724832
2004-09-13,0.5861294278336183
2004-09-14,0.5591484330789939
2004-09-15,0.5321567863613335
2004-09-16,0.5061295180321184
2004-09-17,0.4820127753544883
2004-09-18,0.4606836348048543
2004-09-19,0.4429128483108319
2004-09-20,0.4293321077956318
2004-09-21,0.42040722023839566
2004-09-22,0.4164183340900246
2004-09-23,0.41744805799429124
2004-09-24,0.42337797710933156
2004-09-25,0.43389371517982855
2004-09-26,0.4484983270647977
2004-09-27,0.46653345213674524
2004-09-28,0.4872073289030674
2004-09-29,0.5096284793972398
2004-09-30,0.5328436307559282
2004-10-01,0.555878261193832
2004-10-02,0.5777780459748106
2004-10-03,0.5976494407025655
2004-10-04,0.6146976759446054
2004-10-05,0.6282605472990562
2004-10-06,0.6378365638327084
2004-10-07,0.6431062577554819
2004-10-08,0.6439457490468635
2004-10-09,0.6404319881439595
2004-10-10,0.632839453729959
2004-10-11,0.6216284460731368
2004-10-12,0.6074254738047832
2004-10-13,0.5909965682876942
2004-10-14,0.5732146605139533
2004-10-15,0.5550224079895159
2004-10-16,0.5373920525741612
2004-10-17,0.5212840165181842
2004-10-18,0.5076059976024418
2004-10-19,0.4971743030624461
2004-10-20,0.49067906676428985
2004-10-21,0.4886548289480951
2004-10-22,0.4914577297885375
2004-10-23,0.4992502867406568
2004-10-24,0.511994403105507
2004-10-25,0.5294529051814636
2004-10-26,0.5511995426516263
2004-10-27,0.5766370269212499
2004-10-28,0.6050223402704311
2004-10-29,0.6354982394637113
2004-10-30,0.6671296140123806
2004-10-31,0.6989431528200134
2004-11-01,0.7299686322389136
2004-11-02,0.7592800696083681
2004-11-03,0.7860349920674874
2004-11-04,0.8095101505927429
2004-11-05,0.8291321603941658
2004-11-06,0.8445017645845734
2004-11-07,0.8554106892360954
2004-11-08,0.861850373023818
2004-11-09,0.8640122002271122
2004-11-10,0.8622792272180922
2004-11-11,0.857209754345238
2004-11-12,0.8495134419325205
2004-11-13,0.8400209862102012
2004-11-14,0.8296486448872928
2004-11-15,0.819359121118678
2004-11-16,0.8101204694963292
2004-11-17,0.8028647718173534
2004-11-18,0.7984483401733409
2004-11-19,0.7976151399504364
2004-11-20,0.8009649883887182
2004-11-21,0.8089278812483333
2004-11-22,0.8217455395048938
2004-11-23,0.839460960933405
2004-11-24,0.8619164209963511
2004-11-25,0.8887600081079032
2004-11-26,0.9194604153836972
2004-11-27,0.9533293598423273
2004-11-28,0.9895506756332006
2004-11-29,1.0272148440235631
2004-11-30,1.0653574916546842
2004-12-01,1.1030002198098392
2004-12-02,1.1391920283002168
2004-12-03,1.1730495722867147
2004-12-04,1.2037945399907748
2004-12-05,1.2307865616951015
2004-12-06,1.253550250487654
2004-12-07,1.2717952247768531
2004-12-08,1.2854282610882326
2004-12-09,1.294557060348471
2004-12-10,1.2994854675374152
2004-12-11,1.3007003480731754
2004-12-12,1.2988506791308463
2004-12-13,1.2947197451907673
2004-12-14,1.2891916203863136
2004-12-15,1.2832133632012501
2004-12-16,1.2777545314186216
2004-12-17,1.2737657391917907
2004-12-18,1.2721380188466058
2004-12-19,1.2736647157993692
2004-12-20,1.2790075372429748
2004-12-21,1.2886681985964394
2004-12-22,1.3029668736429514
2004-12-23,1.3220283649244635
2004-12-24,1.3457765826220087
2004-12-25,1.3739375667956553
2004-12-26,1.4060509245128783
2004-12-27,1.4414891955137046
2004-12-28,1.4794843228637382
2004-12-29,1.5191601028752588
2004-12-30,1.5595692342806216
2004-12-31,1.5997333910391496
2005-01-01,1.6386846145642466
2005-01-02,1.6755062650438584
2005-01-03,1.7093717902785224
2005-01-04,1.739579663281299
2005-01-05,1.7655830028245234
2005-01-06,1.7870126172498453
2005-01-07,1.8036924915632853
2005-01-08,1.8156470592203915
2005-01-09,1.8230999493995022
2005-01-10,1.8264642631042318
2005-01-11,1.8263247917109395
2005-01-12,1.823412934260513
2005-01-13,1.818575380312578
2005-01-14,1.8127378903273044
2005-01-15,1.8068657140398328
2005-01-16,1.8019223302763372
2005-01-17,1.798828263048877
2005-01-18,1.79842172552175
2005-01-19,1.8014227657032735
2005-01-20,1.8084024387900672
2005-01-21,1.819758317309259
2005-01-22,1.8356973806605323
2005-01-23,1.8562270118171367
2005-01-24,1.8811544841512446
2005-01-25,1.9100949602676485
2005-01-26,1.9424876627180896
2005-01-27,1.9776195289216598
2005-01-28,2.014655344317128
2005-01-29,2.0526730722560913
2005-01-30,2.0907028781308528
2005-01-31,2.127768188116087
2005-02-01,2.1629270363723165
2005-02-02,2.1953119422897283
2005-02-03,2.224166621867614
2005-02-04,2.248877971966467
2005-02-05,2.269001967211657
2005-02-06,2.284282368218909
2005-02-07,2.2946614455421286
2005-02-08,2.30028226331087
2005-02-09,2.3014824254863138
2005-02-10,2.298779550754585
2005-02-11,2.292849093852562
2005-02-12,2.284495456622971
2005-02-13,2.2746176174794956
2005-02-14,2.264170741091159
2005-02-15,2.2541254010537273
2005-02-16,2.2454261498336248
2005-02-17,2.238951198029447
2005-02-18,2.235474917816305
2005-02-19,2.2356347653266373
2005-02-20,2.2399040287848906
2005-02-21,2.24857156144645
2005-02-22,2.2617293613298206
2005-02-23,2.2792685260101173
2005-02-24,2.300883754553829
2005-02-25,2.3260862051682074
2005-02-26,2.3542241617732516
2005-02-27,2.3845106305939727
2005-02-28,2.41605669313895
2005-03-01,2.4479091971145603
2005-03-02,2.4790911823324895
2005-03-03,2.5086433223498203
2005-03-04,2.5356646193808694
2005-03-05,2.559350621777602
2005-03-06,2.57902753873786
2005-03-07,2.5941808013889363
2005-03-08,2.6044768555857267
2005-03-09,2.609777259613671
2005-03-10,2.6101444872542747
2005-03-11,2.605839189436802
2005-03-12,2.5973090309608695
2005-03-13,2.585169577081709
2005-03-14,2.5701780428643417
2005-03-15,2.553201021754597
2005-03-16,2.5351775658750766
2005-03-17,2.5170791882417016
2005-03-18,2.4998684880049025
2005-03-19,2.4844581583801717
2005-03-20,2.4716721206564647
2005-03-21,2.4622104372485234
2005-03-22,2.456619496037305
2005-03-23,2.455268734056485
2005-03-24,2.458334890466549
2005-03-25,2.465794458540161
2005-03-26,2.477424657681458
2005-03-27,2.492812884147943
2005-03-28,2.511374238547603
2005-03-29,2.5323763846814145
2005-03-30,2.5549706825019123
2005-03-31,2.5782282711222217
2005-04-01,2.6011795672856572
2005-04-02,2.622855499447236
2005-04-03,2.642328723802295
2005-04-04,2.658753069364411
2005-04-05,2.6713995345110986
2005-04-06,2.679687304079353
2005-04-07,2.683208467865229
2005-04-08,2.6817453892569882
2005-04-09,2.6752799853163336
2005-04-10,2.663994523623301
2005-04-11,2.6482639019871574
2005-04-12,2.6286397393540684
2005-04-13,2.6058269545070076
2005-04-14,2.5806538286426686
2005-04-15,2.5540368250368157
2005-04-16,2.5269416619865868
2005-04-17,2.500342294563614
2005-04-18,2.475179549648061
2005-04-19,2.4523211734583295
2005-04-20,2.432524990717337
2005-04-21,2.4164067422589386
2005-04-22,2.4044139689052475
2005-04-23,2.3968070522995957
2005-04-24,2.3936482189971184
2005-04-25,2.394798975440403
2005-04-26,2.399926082885311
2005-04-27,2.408515818141194
2005-04-28,2.419895913597028
2005-04-29,2.4332642434079133
2005-04-30,2.4477230358042807
2005-05-01,2.4623171564621105
2005-05-02,2.4760748347312265
2005-05-03,2.4880491006240444
2005-05-04,2.497358170238144
2005-05-05,2.503223062007525
2005-05-06,2.505000843948056
2005-05-07,2.502212097873241
2005-05-08,2.494561432505028
2005-05-09,2.481950173030521
2005-05-10,2.4644806873864256
2005-05-11,2.4424521652380267
2005-05-12,2.4163480291313695
2005-05-13,2.386815513175954
2005-05-14,2.3546382777254315
2005-05-15,2.3207032246986667
2005-05-16,2.2859629248264244
2005-05-17,2.251395254731011
2005-05-18,2.2179619604094745
2005-05-19,2.186567909350147
2005-05-20,2.1580227642239067
2005-05-21,2.1330067081027257
2005-05-22,2.112041678847529
2005-05-23,2.095469336004782
2005-05-24,2.0834366972198675
2005-05-25,2.075890054994113
2005-05-26,2.0725774324525847
2005-05-27,2.073059473629164
2005-05-28,2.0767283050588867
2005-05-29,2.0828335664512894
2005-05-30,2.0905145033201187
2005-05-31,2.0988367566323864
2005-06-01,2.1068322847769876
2005-06-02,2.1135407199368683
2005-06-03,2.1180503999432623
2005-06-04,2.1195373304919034
2005-06-05,2.1173004206210884
2005-06-06,2.1107914928473632
2005-06-07,2.099638791585317
2005-06-08,2.083662989992264
2005-06-09,2.0628850144164423
2005-06-10,2.03752535362017
2005-06-11,2.007994882097328
2005-06-12,1.9748775877054896
2005-06-13,1.9389059381381555
2005-06-14,1.9009299338286523
2005-06-15,1.8618811633898642
2005-06-16,1.8227333902333538
2005-06-17,1.7844613465381622
2005-06-18,1.7479994869801592
2005-06-19,1.7142024563434821
2005-06-20,1.6838089522450757
2005-06-21,1.6574105198104014
2005-06-22,1.6354266053850228
2005-06-23,1.6180869301723555
2005-06-24,1.6054219333753152
2005-06-25,1.5972616912270543
2005-06-26,1.5932433578206662
2005-06-27,1.5928268112195396
2005-06-28,1.5953178393634835
2005-06-29,1.599897879621698
2005-06-30,1.6056590471204424
2005-07-01,1.6116429620440489
2005-07-02,1.6168817245394398
2005-07-03,1.620439294517749
2005-07-04,1.6214515164267025
2005-07-05,1.619163086696003
2005-07-06,1.6129598915846786
2005-07-07,1.6023953400538418
2005-07-08,1.5872095716771861
2005-07-09,1.5673407226225595
2005-07-10,1.542927770504471
2005-07-11,1.5143048370540182
2005-07-12,1.481987190847642
2005-07-13,1.446649545328662
2005-07-14,1.4090975750331958
2005-07-15,1.3702338613586909
2005-07-16,1.3310197161222483
2005-07-17,1.292434506471758
2005-07-18,1.2554342109794732
2005-07-19,1.2209109694451377
2005-07-20,1.1896553466743731
2005-07-21,1.1623229150739602
2005-07-22,1.1394065772292672
2005-07-23,1.1212158055103267
2005-07-24,1.1078636815761254
2005-07-25,1.0992622869207318
2005-07-26,1.0951266404399984
2005-07-27,1.0949870154971026
2005-07-28,1.098209112589986
2005-07-29,1.1040212296290384
2005-07-30,1.111547274229135
2005-07-31,1.1198442139624427
2005-08-01,1.1279423717749417
2005-08-02,1.1348868527663138
2005-08-03,1.139778340417434
2005-08-04,1.1418115271670244
2005-08-05,1.1403095448499183
2005-08-06,1.1347529306334736
2005-08-07,1.1248018964922428
2005-08-08,1.1103109550585135
2005-08-09,1.0913352797668063
2005-08-10,1.0681285287472753
2005-08-11,1.041132224966281
2005-08-12,1.0109571442216962
2005-08-13,0.9783575025032013
2005-08-14,0.9441990404680043
2005-08-15,0.9094223623358102
2005-08-16,0.875003088334813
2005-08-17,0.8419105153493427
2005-08-18,0.8110665438660434
2005-08-19,0.7833066179905867
2005-08-20,0.7593443396929849
2005-08-21,0.7397412621771329
2005-08-22,0.7248831470053984
2005-08-23,0.7149636947097044
2005-08-24,0.7099764407775648
2005-08-25,0.7097151616332003
2005-08-26,0.7137827733085625
2005-08-27,0.7216083443103644
2005-08-28,0.7324714990970504
2005-08-29,0.7455331742618218
2005-08-30,0.759871419341013
2005-08-31,0.7745207196229112
2005-09-01,0.7885131685437452
2005-09-02,0.8009197385967963
2005-09-03,0.8108898954917052
2005-09-04,0.8176878707626425
2005-09-05,0.8207240501397044
2005-09-06,0.8195801427229419
2005-09-07,0.8140270604988393
2005-09-08,0.8040347477656045
2005-09-09,0.7897735424010053
2005-09-10,0.7716070110541757
2005-09-11,0.7500765629534838
2005-09-12,0.7258784966751083
2005-09-13,0.6998344560404441
2005-09-14,0.6728565516179267
2005-09-15,0.6459086311751495
2005-09-16,0.619965346211518
2005-09-17,0.5959707554342991
2005-09-18,0.5747982257354922
2005-09-19,0.5572133360460024
2005-09-20,0.5438413617338619
2005-09-21,0.5351407224058253
2005-09-22,0.5313835223523901
2005-09-23,0.5326440112304849
2005-09-24,0.5387954557355953
2005-09-25,0.5495155553007456
2005-09-26,0.5643001714877736
2005-09-27,0.5824847871599942
2005-09-28,0.6032727827828614
2005-09-29,0.6257693272710314
2005-09-30,0.6490194420176928
2005-10-01,0.6720486192593781
2005-10-02,0.6939042672963596
2005-10-03,0.7136962199237169
2005-10-04,0.7306345872281885
2005-10-05,0.744063337977212
2005-10-06,0.7534881853610315
2005-10-07,0.7585975901255412
2005-10-08,0.7592759878483614
2005-10-09,0.7556086778153217
2005-10-10,0.7478781655835313
2005-10-11,0.7365521147888249
2005-10-12,0.7222634206111768
2005-10-13,0.7057832523747485
2005-10-14,0.6879882117795615
2005-10-15,0.6698230035221543
2005-10-16,0.6522602059195396
2005-10-17,0.6362588524872743
2005-10-18,0.622723585993064
2005-10-19,0.6124661221612746
2005-10-20,0.6061706619764669
2005-10-21,0.6043647236031533
2005-10-22,0.6073966344463904
2005-10-23,0.6154206406264232
2005-10-24,0.6283902671766238
2005-10-25,0.6460602113759728
2005-10-26,0.6679966887181905
2005-10-27,0.6935957915342265
2005-10-28,0.7221090795117621
2005-10-29,0.752675313786914
2005-10-30,0.7843569850018622
2005-10-31,0.8161800818374889
2005-11-01,0.8471754087158391
2005-11-02,0.8764196954820074
2005-11-03,0.9030747507239294
2005-11-04,0.9264229935918475
2005-11-05,0.9458978530012281
2005-11-06,0.961107741391245
2005-11-07,0.9718525834828774
2005-11-08,0.9781321971140322
2005-11-09,0.980146169756661
2005-11-10,0.9782852360065839
2005-11-11,0.9731145227968716
2005-11-12,0.9653493749481691
2005-11-13,0.9558247892249084
2005-11-14,0.9454597568941918
2005-11-15,0.9352180313238593
2005-11-16,0.9260669891983734
2005-11-17,0.9189363350094361
2005-11-18,0.9146784051444844
2005-11-19,0.9140317598668671
2005-11-20,0.9175896116498393
2005-11-21,0.9257744326395106
2005-11-22,0.9388198212272972
2005-11-23,0.9567603989867483
2005-11-24,0.9794301677030236
2005-11-25,1.0064693964200975
2005-11-26,1.0373397456543803
2005-11-27,1.0713469856011026
2005-11-28,1.1076703421919654
2005-11-29,1.1453972229837022
2005-11-30,1.183561846056351
2005-12-01,1.2211861291075767
2005-12-02,1.2573210998048852
2005-12-03,1.2910870662892417
2005-12-04,1.3217108394543293
2005-12-05,1.3485584240127935
2005-12-06,1.3711617880715408
2005-12-07,1.3892385727766077
2005-12-08,1.4027039038442584
2005-12-09,1.411673802697857
2005-12-10,1.4164600521956987
2005-12-11,1.417556735366884
2005-12-12,1.4156190197158822
2005-12-13,1.4114350894489613
2005-12-14,1.4058924193914482
2005-12-15,1.3999398250102457
2005-12-16,1.394546902596458
2005-12-17,1.3906625846586955
2005-12-18,1.3891745732074532
2005-12-19,1.3908713762748388
2005-12-20,1.3964085623000124
2005-12-21,1.4062806676272845
2005-12-22,1.4207999519396675
2005-12-23,1.4400829052118194
2005-12-24,1.4640450800980025
2005-12-25,1.4924044695943248
2005-12-26,1.524693286388428
2005-12-27,1.5602776429899654
2005-12-28,1.598384295719484
2005-12-29,1.6381333152105564
2005-12-30,1.6785752940287342
2005-12-31,1.718731509049342
2006-01-01,1.7576353305718468
2006-01-02,1.794373117125498
2006-01-03,1.8281228567941794
2006-01-04,1.8581889117277548
2006-01-05,1.884031388236758
2006-01-06,1.9052888834385726
2006-01-07,1.9217936411151026
2006-01-08,1.933578472274235
2006-01-09,1.9408751461506004
2006-01-10,1.9441043201386945
2006-01-11,1.9438574369967243
2006-01-12,1.9408713592869118
2006-01-13,1.9359968198999158
2006-01-14,1.9301620305095388
2006-01-15,1.924332995734542
2006-01-16,1.9194722208887804
2006-01-17,1.9164975695205142
2006-01-18,1.9162430205709957
2006-01-19,1.9194229941922607
2006-01-20,1.9266017634904085
2006-01-21,1.938169253158417
2006-01-22,1.954324254330882
2006-01-23,1.9750657695845601
2006-01-24,2.0001928562368367
2006-01-25,2.029312974665726
2006-01-26,2.0618584866599763
2006-01-27,2.097110602190846
2006-01-28,2.1342297562185455
2006-01-29,2.172291123680242
2006-01-30,2.2103237622812775
2006-01-31,2.247351718422087
2006-02-01,2.2824353481018202
2006-02-02,2.3147110954958063
2006-02-03,2.343428037498551
2006-02-04,2.3679796400644406
2006-02-05,2.387929375818198
2006-02-06,2.403029113483343
2006-02-07,2.4132294970876598
2006-02-08,2.418681873574499
2006-02-09,2.4197316868903993
2006-02-10,2.416903619545463
2006-02-11,2.410879113617906
2006-02-12,2.4024672272723495
2006-02-13,2.3925700662976017
2006-02-14,2.382144260891031
2006-02-15,2.3721601261094176
2006-02-16,2.3635602429180054
2006-02-17,2.357219221410332
2006-02-18,2.353906357493543
2006-02-19,2.3542527712753785
2006-02-20,2.358724424783682
2006-02-21,2.3676021666033327
2006-02-22,2.3809696521633184
2006-02-23,2.398709653458294
2006-02-24,2.420508915189682
2006-02-25,2.4458713508352723
2006-02-26,2.474139017462631
2006-02-27,2.504519977274337
2006-02-28,2.536121860983058
2006-03-01,2.567989705617321
2006-03-02,2.5991464575687195
2006-03-03,2.628634418338764
2006-03-04,2.6555558703501436
2006-03-05,2.6791111550578597
2006-03-06,2.698632583946608
2006-03-07,2.7136127402258743
2006-03-08,2.7237259675934475
2006-03-09,2.7288421321880247
2006-03-10,2.7290320724678465
2006-03-11,2.724564505259913
2006-03-12,2.7158945195880273
2006-03-13,2.7036441476544524
2006-03-14,2.6885758393038683
2006-03-15,2.6715599681086726
2006-03-16,2.6535377510454836
2006-03-17,2.6354811587899256
2006-03-18,2.6183515216427673
2006-03-19,2.6030585915738222
2006-03-20,2.5904218014704226
2006-03-21,2.5811353692301973
2006-03-22,2.5757387308174664
2006-03-23,2.5745935597633096
2006-03-24,2.577868350470063
2006-03-25,2.5855312209950534
2006-03-26,2.5973512414168964
2006-03-27,2.612908231297738
2006-03-28,2.631610609567314
2006-03-29,2.6527205376879923
2006-03-30,2.675385286779303
2006-03-31,2.6986734946773794
2006-04-01,2.7216147709371374
2006-04-02,2.743240965397558
2006-04-03,2.762627345178827
2006-04-04,2.778931928873331
2006-04-05,2.791431305065039
2006-04-06,2.7995514118304854
2006-04-07,2.8028919681804623
2006-04-08,2.801243518380226
2006-04-09,2.79459636425558
2006-04-10,2.7831410055911174
2006-04-11,2.7672600698823113
2006-04-12,2.7475120746559196
2006-04-13,2.724607712928568
2006-04-14,2.6993796703599395
2006-04-15,2.6727472577492404
2006-04-16,2.645677363024196
2006-04-17,2.6191433833999977
2006-04-18,2.594083884287779
2006-04-19,2.571362743151686
2006-04-20,2.551732473358912
2006-04-21,2.5358022878222175
2006-04-22,2.5240122606523503
2006-04-23,2.5166146856914966
2006-04-24,2.5136634247180836
2006-04-25,2.5150116983152984
2006-04-26,2.520318413332411
2006-04-27,2.5290627578099762
2006-04-28,2.5405664426276435
2006-04-29,2.5540226439211424
2006-04-30,2.568530415333361
2006-05-01,2.583133106534555
2006-05-02,2.5968591540605055
2006-05-03,2.6087635096234107
2006-05-04,2.617967943937845
2006-05-05,2.623698511926798
2006-05-06,2.625318585897197
2006-05-07,2.6223560517652804
2006-05-08,2.614523511654016
2006-05-09,2.6017306336193684
2006-05-10,2.5840881232400013
2006-05-11,2.561903148122193
2006-05-12,2.5356664098742283
2006-05-13,2.5060314133325163
2006-05-14,2.4737868146681135
2006-05-15,2.439823024352979
2006-05-16,2.405094485302804
2006-05-17,2.370579230444757
2006-05-18,2.337237439662652
2006-05-19,2.3059707586269678
2006-05-20,2.2775841096141023
2006-05-21,2.252751618435159
2006-05-22,2.231988106537847
2006-05-23,2.2156273606602186
2006-05-24,2.203808104168346
2006-05-25,2.1964682666604767
2006-05-26,2.19334779549838
2006-05-27,2.193999889641943
2006-05-28,2.197810177966014
2006-05-29,2.2040230263628984
2006-05-30,2.211773854749742
2006-05-31,2.2201260895007455
2006-06-01,2.2281111796816253
2006-06-02,2.234769975160902
2006-06-03,2.2391937067523355
2006-06-04,2.240562825467235
2006-06-05,2.2381820490064603
2006-06-06,2.2315101249250806
2006-06-07,2.2201830445999753
2006-06-08,2.2040297206637463
2006-06-09,2.1830794610934445
2006-06-10,2.1575609220261276
2006-06-11,2.1278925837783405
2006-06-12,2.094665155060284
2006-06-13,2.058616653664982
2006-06-14,2.020601223378075
2006-06-15,1.9815530132493053
2006-06-16,1.942446655361284
2006-06-17,1.9042560218955402
2006-06-18,1.8679130154758183
2006-06-19,1.8342681453532115
2006-06-20,1.8040545660464395
2006-06-21,1.777857107793821
2006-06-22,1.7560876158739742
2006-06-23,1.7389676475389857
2006-06-24,1.7265192623879733
2006-06-25,1.7185642977987485
2006-06-26,1.7147321601698096
2006-06-27,1.7144758005515282
2006-06-28,1.717095195167241
2006-06-29,1.7217673321456008
2006-06-30,1.7275814290794789
2006-07-01,1.7335778835622455
2006-07-02,1.738789300090324
2006-07-03,1.74228184841445
2006-07-04,1.7431951943252153
2006-07-05,1.7407793045726057
2006-07-06,1.7344265605604332
2006-07-07,1.7236978149725377
2006-07-08,1.7083412830913498
2006-07-09,1.6883034653069215
2006-07-10,1.6637316362238805
2006-07-11,1.6349677944424905
2006-07-12,1.6025343302635262
2006-07-13,1.5671120207991867
2006-07-14,1.52951128828439
2006-07-15,1.4906379438955772
2006-07-16,1.451454873913062
2006-07-17,1.4129412976336542
2006-07-18,1.3760513297118933
2006-07-19,1.3416736091920998
2006-07-20,1.3105937121267803
2006-07-21,1.2834609462934727
2006-07-22,1.2607609401532966
2006-07-23,1.2427951917692366
2006-07-24,1.2296684473983894
2006-07-25,1.2212844464808716
2006-07-26,1.2173502139296801
2006-07-27,1.2173887171137436
2006-07-28,1.2207593491805453
2006-07-29,1.2266853675148446
2006-07-30,1.234287120331806
2006-07-31,1.2426196482371887
2006-08-01,1.2507130615221103
2006-08-02,1.257613975910202
2006-08-03,1.2624262444597152
2006-08-04,1.264349253258247
2006-08-05,1.2627121521586193
2006-08-06,1.2570025646860818
2006-08-07,1.246888556045468
2006-08-08,1.2322329248874464
2006-08-09,1.213099210960292
2006-08-10,1.1897491630935213
2006-08-11,1.162631775148331
2006-08-12,1.132364356180712
2006-08-13,1.0997064398447725
2006-08-14,1.0655276426080658
2006-08-15,1.0307708377054994
2006-08-16,0.9964122109786658
2006-08-17,0.9634198973595176
2006-08-18,0.9327129571235249
2006-08-19,0.9051224365868018
2006-08-20,0.8813561692732282
2006-08-21,0.8619688144971951
2006-08-22,0.8473384075644119
2006-08-23,0.8376504188575209
2006-08-24,0.8328899997253663
2006-08-25,0.8328427449147817
2006-08-26,0.837103939080106
2006-08-27,0.8450958940831677
2006-08-28,0.8560926396997252
2006-08-29,0.8692509176128304
2006-08-30,0.8836461604984549
2006-08-31,0.8983119259963837
2006-09-01,0.9122811084256736
2006-09-02,0.9246271754983058
2006-09-03,0.9345036762223585
2006-09-04,0.9411803397126488
2006-09-05,0.9440742296146872
2006-09-06,0.942774629130948
2006-09-07,0.9370605982741307
2006-09-08,0.9269104566194083
2006-09-09,0.9125027882333742
2006-09-10,0.8942089260159585
2006-09-11,0.8725772350689577
2006-09-12,0.8483098634894449
2006-09-13,0.8222329493435501
2006-09-14,0.7952615508832
2006-09-15,0.7683607914868409
2006-09-16,0.7425048717923467
2006-09-17,0.7186356921986345
2006-09-18,0.6976228454843285
2006-09-19,0.6802266810225903
2006-09-20,0.6670660114385646
2006-09-21,0.6585918351166831
2006-09-22,0.6550681921143717
2006-09-23,0.6565609676600384
2006-09-24,0.6629351194072306
2006-09-25,0.6738604463597775
2006-09-26,0.688825654110793
2006-09-27,0.7071601182012933
2006-09-28,0.7280624200082187
2006-09-29,0.7506344415401945
2006-09-30,0.7739195691029009
2006-10-01,0.7969433810490497
2006-10-02,0.8187550891818379
2006-10-03,0.8384679713295659
2006-10-04,0.8552970755150591
2006-10-05,0.8685925921825742
2006-10-06,0.8778674751810096
2006-10-07,0.8828181368012333
2006-10-08,0.8833373367233108
2006-10-09,0.8795187167197211
2006-10-10,0.8716527882636436
2006-10-11,0.8602145436961823
2006-10-12,0.8458432178534795
2006-10-13,0.8293150608926191
2006-10-14,0.8115102802869139
2006-10-15,0.7933755579442492
2006-10-16,0.7758837365912946
2006-10-17,0.759992389957107
2006-10-18,0.7466030387621385
2006-10-19,0.7365227470541172
2006-10-20,0.730429732198062
2006-10-21,0.7288444511302095
2006-10-22,0.7321073925838997
2006-10-23,0.7403645197946452
2006-10-24,0.7535609828216793
2006-10-25,0.7714433679215362
2006-10-26,0.7935703883335596
2006-10-27,0.8193315618294378
2006-10-28,0.8479730807061127
2006-10-29,0.8786297740121755
2006-10-30,0.910361802698404
2006-10-31,0.9421945270955899
2006-11-01,0.973159851206093
2006-11-02,1.002337285488382
2006-11-03,1.0288929817871284
2006-11-04,1.0521150803060864
2006-11-05,1.071443865368768
2006-11-06,1.0864954474925992
2006-11-07,1.0970779646260487
2006-11-08,1.1031996135550952
2006-11-09,1.1050681699454112
2006-11-10,1.1030820174715104
2006-11-11,1.0978130675994933
2006-11-12,1.089982296477056
2006-11-13,1.0804289393764919
2006-11-14,1.070074652877991
2006-11-15,1.0598841690012086
2006-11-16,1.0508241146893034
2006-11-17,1.0438217480773282
2006-11-18,1.0397253665165864
2006-11-19,1.0392680702285797
2006-11-20,1.0430364227492759
2006-11-21,1.05144534106759
2006-11-22,1.0647202834164258
2006-11-23,1.082887492310042
2006-11-24,1.1057727078363602
2006-11-25,1.1330084059779117
2006-11-26,1.1640492541704006
2006-11-27,1.1981951268335025
2006-11-28,1.2346207020871807
